a,8.20000e-03,8.20000e-03,2.50000e+00,2.50000e+00
$2,3.68278e+00,3.68278e+00,7.22153e-02,7.22153e-02
$1,4.10000e+00,2.00044e-02,4.10000e+00,2.00044e-02
out,3.11311e+00,1.48112e+00,1.66889e+00,3.68879e-02
b,1.30000e-03,4.40000e+00,1.30000e-03,4.40000e+00
