a,2.50000e-02,2.50000e-02,3.10000e-01,3.10000e-01
$2,2.63438e+00,2.63438e+00,1.03412e-02,1.03412e-02
$1,3.77065e+00,7.01951e-02,3.77065e+00,7.01951e-02
out,2.56201e+00,1.08183e+00,1.51240e+00,3.22145e-02
b,3.40000e-03,2.80000e+00,3.40000e-03,2.80000e+00
