a,2.50000e-02,2.50000e-02,3.10000e-01,3.10000e-01
$2,2.63438e+00,2.63438e+00,1.03412e-02,1.03412e-02
$1,3.68278e+00,7.22153e-02,3.68278e+00,7.22153e-02
out,2.52687e+00,1.08264e+00,1.47725e+00,3.30226e-02
b,8.20000e-03,2.50000e+00,8.20000e-03,2.50000e+00
