$1,4.00265e-03,4.01673e-03,4.01919e-03,6.48299e-01
b,3.40000e-03,2.80000e+00,3.40000e-03,2.80000e+00
$2,3.89999e+00,3.89999e+00,1.00000e-02,1.00000e-02
a,1.30000e-03,1.30000e-03,4.40000e+00,4.40000e+00
$3,3.77065e+00,7.01951e-02,3.77065e+00,7.01951e-02
out,1.60106e-03,1.60669e-03,1.60768e-03,2.59319e-01
