$1,7.00450e-03,7.01504e-03,7.07948e-03,1.19886e+00
b,3.40000e-03,2.80000e+00,3.40000e-03,2.80000e+00
$2,6.79999e+00,6.79999e+00,2.03014e-02,2.03014e-02
a,8.20000e-03,8.20000e-03,2.50000e+00,2.50000e+00
$3,3.77065e+00,7.01951e-02,3.77065e+00,7.01951e-02
out,2.80180e-03,2.80602e-03,2.83179e-03,4.79543e-01
