$1,4.00154e-03,4.05973e-03,4.00360e-03,5.03339e-01
b,3.40000e-03,2.80000e+00,3.40000e-03,2.80000e+00
$2,2.49999e+00,2.49999e+00,7.06875e-02,7.06875e-02
a,1.30000e-03,1.30000e-03,4.40000e+00,4.40000e+00
$3,6.80000e+00,2.01872e-02,6.80000e+00,2.01872e-02
out,1.60062e-03,1.62389e-03,1.60144e-03,2.01336e-01
