a,1.30000e-03,1.30000e-03,4.40000e+00,4.40000e+00
$2,4.10000e+00,4.10000e+00,2.00044e-02,2.00044e-02
$1,3.77065e+00,7.01951e-02,3.77065e+00,7.01951e-02
out,3.14826e+00,1.66808e+00,1.51626e+00,3.60798e-02
b,3.40000e-03,2.80000e+00,3.40000e-03,2.80000e+00
