$1,2.00085e-02,2.05662e-02,2.00521e-02,6.62118e+00
b,3.40000e-03,2.80000e+00,3.40000e-03,2.80000e+00
$2,2.08125e+00,2.08125e+00,2.72108e-02,2.72108e-02
a,2.50000e-02,2.50000e-02,3.10000e-01,3.10000e-01
$3,3.77065e+00,7.01951e-02,3.77065e+00,7.01951e-02
out,8.00339e-03,8.22649e-03,8.02082e-03,2.64847e+00
